vendor_id,name,short_description,long_description,price_cents,category_slug,sku,image_url,coa_url,ship_to_states,inventory_count,weight_grams,bullet_specs
,GHD Hemp Crest Tee — Back Crest Natural,Natural heavyweight tee with small front logo and oversized back crest.,"The GHD Hemp Crest Tee — Back Crest Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton heavyweight jersey with a boxy relaxed fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6400,clothing,GHD-TEE-T2-BACK-CREST-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,220,55% hemp / 45% organic cotton heavyweight jersey | Boxy relaxed fit | Small front hit; oversized back crest | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Long Sleeve — Natural Monogram,Long sleeve toddler tee with subtle GHD print and ribbed cuffs.,"The GHD Toddler Hemp Long Sleeve — Natural Monogram is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton jersey with a toddler long sleeve fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4400,clothing,GHD-KIDS-K3-TODDLER-LS-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,120,55% hemp / 45% organic cotton jersey | Toddler long sleeve fit | Subtle all-over print | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Hoodie — Clay,Cozy toddler hoodie with kangaroo pocket and relaxed fit.,"The GHD Toddler Hemp Hoodie — Clay is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a toddler hoodie fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6200,clothing,GHD-KIDS-K4-TODDLER-HOOD-CLAY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,270,55% hemp / 45% organic cotton fleece | Toddler hoodie fit | Kangaroo pocket | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Jogger Set — Sage,Matching pullover and jogger set made for comfort and play.,"The GHD Toddler Hemp Jogger Set — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a toddler set fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7800,clothing,GHD-KIDS-K5-JOGGER-SET-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,430,55% hemp / 45% organic cotton fleece | Toddler set fit | Two-piece pullover and jogger set | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Baby Hemp Romper — Natural,Button-front romper with snap crotch for easy changes.,"The GHD Baby Hemp Romper — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton muslin with a baby romper fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4400,clothing,GHD-KIDS-K6-ROMPER-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,120,55% hemp / 45% organic cotton muslin | Baby romper fit | Button front and snap crotch | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Baby Hemp Bib — Sage,Soft absorbent bib with adjustable snap closure.,"The GHD Baby Hemp Bib — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton terry with a baby bib fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",1800,clothing,GHD-KIDS-K7-BIB-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,45,55% hemp / 45% organic cotton terry | Baby bib fit | Adjustable snap closure | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Baby Hemp Beanie — Natural,Soft rib beanie to keep baby warm and comfortable.,"The GHD Baby Hemp Beanie — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton rib knit with a baby beanie fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",2200,clothing,GHD-KIDS-K8-BEANIE-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,45,55% hemp / 45% organic cotton rib knit | Baby beanie fit | Fold cuff and soft rib knit | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Dress — Dusty Rose,Sweet flutter sleeve dress with gathered waist.,"The GHD Toddler Hemp Dress — Dusty Rose is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton muslin with a toddler dress fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4800,clothing,GHD-KIDS-K9-DRESS-ROSE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,135,55% hemp / 45% organic cotton muslin | Toddler dress fit | Flutter sleeves and gathered waist | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Short Set — Sky Blue,Lightweight tee and short set with elastic waist.,"The GHD Toddler Hemp Short Set — Sky Blue is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton jersey with a toddler set fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5600,clothing,GHD-KIDS-K10-SHORT-SET-SKY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,240,55% hemp / 45% organic cotton jersey | Toddler set fit | Two-piece tee and short set | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Market Tote — Natural,Everyday open-top tote with interior pocket and logo print.,"The GHD Hemp Market Tote — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton canvas with a carry goods fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4800,clothing,GHD-BAG-B1-MARKET-TOTE-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,250,60% hemp / 40% organic cotton canvas | Carry goods fit | Open-top design and interior pocket | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Heavy Canvas Tote — Charcoal,Reinforced heavy tote with long straps for daily loads.,"The GHD Hemp Heavy Canvas Tote — Charcoal is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp canvas with a carry goods fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6800,clothing,GHD-BAG-B2-HEAVY-TOTE-CHAR,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,340,100% hemp canvas | Carry goods fit | Reinforced base and long straps | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Crossbody Sling — Sage,Compact sling with zip pockets and adjustable strap.,"The GHD Hemp Crossbody Sling — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton ripstop with a crossbody fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4400,clothing,GHD-BAG-B3-CROSSBODY-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,220,55% hemp / 45% organic cotton ripstop | Crossbody fit | Zip pockets and adjustable strap | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Chest Bag — Natural,Front zip chest bag with main compartment and back comfort panel.,"The GHD Hemp Chest Bag — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton canvas with a crossbody chest-bag fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4600,clothing,GHD-BAG-B4-CHEST-BAG-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,240,60% hemp / 40% organic cotton canvas | Crossbody chest-bag fit | Front zip pocket and comfort panel | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Daypack Backpack — Sage,Roomy daypack with laptop sleeve and side pockets.,"The GHD Hemp Daypack Backpack — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton canvas with a backpack fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",8800,clothing,GHD-BAG-B5-DAYPACK-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,650,55% hemp / 45% organic cotton canvas | Backpack fit | Laptop sleeve and side pockets | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Mini Backpack Purse — Clay Monogram,Mini backpack purse with interior pocket and adjustable straps.,"The GHD Hemp Mini Backpack Purse — Clay Monogram is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton canvas with a mini backpack fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5800,clothing,GHD-BAG-B6-MINI-BACKPACK-CLAY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,430,55% hemp / 45% organic cotton canvas | Mini backpack fit | Interior pocket and adjustable straps | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Structured Shoulder Purse — Sage Monogram,Clean shoulder purse with secure flap and interior zip pocket.,"The GHD Hemp Structured Shoulder Purse — Sage Monogram is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton canvas with a shoulder purse fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6400,clothing,GHD-BAG-B7-SHOULDER-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,360,60% hemp / 40% organic cotton canvas | Shoulder purse fit | Secure flap and zip pocket | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Weekender Duffle — Charcoal,Spacious duffle with zip closure and removable shoulder strap.,"The GHD Hemp Weekender Duffle — Charcoal is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton canvas with a weekender duffle fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",9800,clothing,GHD-BAG-B8-WEEKENDER-CHAR,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,900,55% hemp / 45% organic cotton canvas | Weekender duffle fit | Removable shoulder strap | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Laptop Messenger — Sand Monogram,Padded laptop messenger with organizer pockets and adjustable strap.,"The GHD Hemp Laptop Messenger — Sand Monogram is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton canvas with a messenger bag fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7600,clothing,GHD-BAG-B9-LAPTOP-MESSENGER-SAND,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,620,55% hemp / 45% organic cotton canvas | Messenger bag fit | Padded laptop sleeve | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Pouch Clutch — Natural,Zip pouch designed for essentials or clutch carry.,"The GHD Hemp Pouch Clutch — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp canvas with organic cotton lining with a pouch fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",2400,clothing,GHD-BAG-B10-POUCH-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,120,100% hemp canvas with organic cotton lining | Pouch fit | YKK zipper and wristlet option | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Denim Jacket — Natural,Classic trucker jacket built in durable hemp denim.,"The GHD Hemp Denim Jacket — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp denim with a classic trucker fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",9800,clothing,GHD-OUTER-JK1-DENIM-JACKET-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,780,100% hemp denim | Classic trucker fit | Chest pockets and button front | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Canvas Jacket — Sage,Rugged canvas jacket built for daily wear and structure.,"The GHD Hemp Canvas Jacket — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton canvas with a utility jacket fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",9200,clothing,GHD-OUTER-JK2-CANVAS-JACKET-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,760,55% hemp / 45% organic cotton canvas | Utility jacket fit | Utility pockets and reinforced seams | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Bomber Jacket — Black,Modern bomber with hemp ripstop shell and premium logo hit.,"The GHD Hemp Bomber Jacket — Black is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% recycled polyester ripstop with a bomber fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",11200,clothing,GHD-OUTER-JK3-BOMBER-BLACK,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,680,"55% hemp / 45% recycled polyester ripstop | Bomber fit | Rib collar, cuffs, and hem | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed"
,GHD Hemp Puffer Jacket — Clay,"Insulated puffer built for warmth, performance, and brand presence.","The GHD Hemp Puffer Jacket — Clay is a premium hemp-based piece built for clean daily wear and long-term durability. It uses hemp nylon blend shell with recycled polyester fill with a puffer fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",13400,clothing,GHD-OUTER-JK4-PUFFER-CLAY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,820,Hemp nylon blend shell with recycled polyester fill | Puffer fit | Insulated body and zip pockets | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Quarter-Zip Pullover — Natural,Midweight quarter-zip pullover for everyday comfort.,"The GHD Hemp Quarter-Zip Pullover — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed quarter-zip fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7200,clothing,GHD-OUTER-PL1-QUARTER-ZIP-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,520,55% hemp / 45% organic cotton fleece | Relaxed quarter-zip fit | Quarter zip and stand collar | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Half-Zip Pullover — Sage,Versatile half-zip pullover with premium hemp fleece.,"The GHD Hemp Half-Zip Pullover — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed half-zip fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7800,clothing,GHD-OUTER-PL2-HALF-ZIP-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,540,55% hemp / 45% organic cotton fleece | Relaxed half-zip fit | Half zip and side pockets | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Windbreaker — Dusk Blue,Lightweight windbreaker built for easy layering and all conditions.,"The GHD Hemp Windbreaker — Dusk Blue is a premium hemp-based piece built for clean daily wear and long-term durability. It uses hemp nylon blend water-resistant shell with a relaxed windbreaker fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6400,clothing,GHD-OUTER-WB1-WINDBREAKER-DUSK,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,380,Hemp nylon blend water-resistant shell | Relaxed windbreaker fit | Water-resistant shell | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Anorak Jacket — Black,Technical anorak with utility pockets and clean streetwear function.,"The GHD Hemp Anorak Jacket — Black is a premium hemp-based piece built for clean daily wear and long-term durability. It uses hemp nylon blend water-resistant shell with a relaxed anorak fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",8400,clothing,GHD-OUTER-WB2-ANORAK-BLACK,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,440,Hemp nylon blend water-resistant shell | Relaxed anorak fit | Half-zip anorak pocket construction | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
